video_id,upload_date,title,category,video_length_sec,views,likes,comments,shares,impressions,ctr_percent,avg_view_duration_sec,watch_time_hours,estimated_revenue_usd,rpm_usd,traffic_source_primary,subs_gained,contains_sponsor,is_shorts_video,is_monetized
VID00200,2023-11-26,Video Title 200,Education,325,90924,3663,1015,122,1266350,6.18,273,6895.07,125.48,1.38,Shorts,162,0,0,0
VID00201,2022-08-12,Video Title 201,Gaming,685,53756,4664,593,243,939790,4.72,320,4778.31,48.86,0.91,Shorts,160,0,0,0
VID00202,2023-05-25,Video Title 202,Gaming,734,37117,2765,678,305,476469,6.79,206,2123.92,49.85,1.34,Search,147,1,1,0
VID00203,2023-01-28,Video Title 203,Music,859,53668,3068,989,218,712722,6.53,211,3145.54,68.82,1.28,Shorts,185,0,0,1
VID00204,2023-01-25,Video Title 204,Music,852,66298,5117,1235,331,898346,6.38,85,1565.37,113.5,1.71,Search,147,1,0,0
VID00205,2025-01-03,Video Title 205,Finance,269,51465,2480,499,364,969209,4.31,321,4588.96,99.32,1.93,Browse,98,0,0,1
VID00206,2024-07-07,Video Title 206,Music,374,51217,2774,786,285,1169337,3.38,342,4865.62,111.3,2.17,Search,64,0,1,0
VID00207,2022-10-15,Video Title 207,Finance,723,28940,2726,262,253,569685,4.08,216,1736.4,60.4,2.09,Search,102,0,1,0
VID00208,2024-05-14,Video Title 208,Food,723,30112,1515,236,264,478728,5.29,234,1957.28,46.1,1.53,Shorts,141,1,0,0
VID00209,2023-01-11,Video Title 209,Education,723,7921,498,61,8,116143,5.82,204,448.86,6.96,0.88,Browse,97,1,0,0
VID00210,2023-07-25,Video Title 210,Vlog,1524,102487,9460,1038,820,3740401,1.74,272,7743.46,249.43,2.43,External,142,0,0,0
VID00211,2024-08-05,Video Title 211,Finance,737,12684,1008,145,65,211752,4.99,317,1116.9,23.7,1.87,External,150,1,0,1
VID00212,2023-05-27,Video Title 212,Music,872,29212,1003,510,289,468141,5.24,145,1176.59,46.93,1.61,External,178,0,1,0
VID00213,2022-06-04,Video Title 213,Tech,828,28447,1146,193,152,509802,4.58,274,2165.13,89.34,3.14,Browse,209,1,0,0
VID00214,2024-06-26,Video Title 214,Review,756,76847,2347,1231,759,967846,6.94,233,4973.71,216.42,2.82,Suggested,125,0,0,0
VID00215,2022-07-20,Video Title 215,Gaming,524,41151,3051,533,320,620678,5.63,256,2926.29,128.23,3.12,Browse,28,0,0,0
VID00216,2022-04-14,Video Title 216,Education,782,87432,5362,814,283,1097013,6.97,277,6727.41,186.79,2.14,Shorts,95,0,0,0
VID00217,2022-01-31,Video Title 217,Review,414,29795,1173,369,174,524559,4.68,238,1969.78,34.37,1.15,Search,123,1,1,0
VID00218,2022-07-11,Video Title 218,Comedy,543,58369,5665,554,579,787705,6.41,243,3939.91,156.42,2.68,Search,0,1,0,0
VID00219,2023-04-30,Video Title 219,Music,483,24939,1672,347,217,295136,7.45,237,1641.82,33.83,1.36,Shorts,217,1,0,0
VID00220,2022-12-07,Video Title 220,Finance,619,114354,5366,1315,214,1434805,6.97,308,9783.62,227.72,1.99,Shorts,129,1,1,0
VID00221,2024-04-12,Video Title 221,Vlog,1155,14372,934,107,105,329633,3.36,275,1097.86,14.02,0.98,Search,146,0,0,0
VID00222,2024-09-21,Video Title 222,Tech,151,59294,4599,400,243,1055053,4.62,263,4331.76,179.56,3.03,Suggested,215,1,0,0
VID00223,2024-09-12,Video Title 223,Vlog,764,69013,2438,911,73,1259361,4.48,173,3316.46,78.68,1.14,Suggested,75,1,0,0
VID00224,2023-03-14,Video Title 224,Review,212,62413,3072,1156,289,927384,5.73,227,3935.49,202.12,3.24,Suggested,160,0,0,0
VID00225,2024-04-01,Video Title 225,Tech,486,44441,3843,451,138,632162,6.03,303,3740.45,139.25,3.13,Shorts,112,0,0,0
VID00226,2022-05-01,Video Title 226,Motivation,861,46105,2866,737,385,972679,3.74,252,3227.35,94.72,2.05,Search,107,0,0,1
VID00227,2022-12-04,Video Title 227,Gaming,615,51314,3502,763,207,841213,5.1,289,4119.37,144.18,2.81,Search,65,1,0,0
VID00228,2024-02-16,Video Title 228,Music,341,45589,2748,864,385,1534983,1.97,355,4495.58,112.72,2.47,Search,236,1,0,0
VID00229,2022-01-05,Video Title 229,Comedy,428,78916,2609,1366,79,967107,7.16,312,6839.39,234.25,2.97,Browse,93,1,0,0
VID00230,2024-03-10,Video Title 230,Review,763,116315,4838,1570,438,2223996,4.23,255,8238.98,228.66,1.97,Browse,168,1,0,0
VID00231,2023-06-28,Video Title 231,Finance,424,33275,2036,494,105,547286,5.08,219,2024.23,97.22,2.92,External,0,1,0,0
VID00232,2024-07-20,Video Title 232,Gaming,651,8905,397,164,27,160740,4.54,96,237.47,18.24,2.05,Browse,202,1,1,0
VID00233,2023-08-08,Video Title 233,Comedy,610,47351,1586,520,76,613354,6.72,239,3143.58,158.18,3.34,Suggested,193,1,0,0
VID00234,2024-05-16,Video Title 234,Vlog,443,127391,11344,1261,341,7321321,0.74,230,8138.87,269.2,2.11,Suggested,126,0,0,1
VID00235,2024-09-23,Video Title 235,Gaming,1114,25889,2554,133,155,432926,4.98,273,1963.25,53.05,2.05,Suggested,104,0,1,0
VID00236,2022-11-14,Video Title 236,Comedy,752,99173,8481,1725,359,1698167,4.84,240,6611.53,289.55,2.92,Suggested,148,0,0,0
VID00237,2023-01-24,Video Title 237,Comedy,113,100331,9006,1707,477,1885921,4.32,230,6410.04,302.83,3.02,External,280,1,0,0
VID00238,2023-08-31,Video Title 238,Vlog,644,33392,1567,219,146,388731,7.59,143,1326.4,76.71,2.3,Suggested,0,0,0,0
VID00239,2023-03-22,Video Title 239,Comedy,441,67069,6522,915,595,1436167,3.67,193,3595.64,86.21,1.29,Shorts,174,0,0,0
VID00240,2022-04-30,Video Title 240,Education,804,98851,4328,1182,904,1380600,6.16,278,7633.49,203.92,2.06,Shorts,56,0,0,0
VID00241,2022-05-05,Video Title 241,Tech,409,38626,3731,261,209,591516,5.53,352,3776.76,131.86,3.41,Shorts,118,0,1,0
VID00242,2023-10-05,Video Title 242,Education,572,43892,4373,865,174,556299,6.89,244,2974.9,124.35,2.83,Browse,102,0,0,0
VID00243,2022-04-28,Video Title 243,Vlog,721,32549,2598,267,63,650980,4.0,269,2432.13,97.33,2.99,Search,90,0,0,0
VID00244,2022-04-13,Video Title 244,Food,807,19557,1929,117,187,399122,3.9,307,1667.78,17.38,0.89,External,119,0,0,0
VID00245,2024-09-03,Video Title 245,Gaming,311,30521,2132,424,47,399489,6.64,201,1704.09,62.97,2.06,Shorts,40,0,0,0
VID00246,2024-10-26,Video Title 246,Motivation,519,13281,639,213,48,200015,5.64,272,1003.45,33.81,2.55,Shorts,192,0,1,1
VID00247,2024-12-23,Video Title 247,Finance,486,51022,3091,279,187,1386467,2.68,205,2905.42,155.16,3.04,Suggested,0,0,0,0
VID00248,2022-11-19,Video Title 248,Finance,443,26900,1924,400,104,518304,4.19,301,2249.14,25.1,0.93,Shorts,157,0,0,0
VID00249,2022-04-27,Video Title 249,Review,1023,57013,2002,740,141,866458,5.58,259,4101.77,176.83,3.1,Suggested,97,0,0,0
VID00250,2024-11-06,Video Title 250,Review,697,3323,244,21,26,45771,6.26,267,246.46,7.58,2.28,Suggested,38,0,0,0
VID00251,2022-06-14,Video Title 251,Vlog,297,59926,5913,454,125,1203333,3.98,203,3379.16,79.87,1.33,Search,134,0,0,0
VID00252,2023-01-16,Video Title 252,Review,820,75005,3248,1014,503,4601533,0.63,292,6083.74,124.25,1.66,Browse,11,1,0,0
VID00253,2022-05-21,Video Title 253,Finance,1109,9812,838,92,20,144719,5.78,375,1022.08,15.32,1.56,Suggested,122,0,1,0
VID00254,2022-05-20,Video Title 254,Education,847,61221,5727,1167,100,1468129,3.17,189,3214.1,136.73,2.23,Suggested,20,0,0,0
VID00255,2023-04-27,Video Title 255,Motivation,235,86830,8340,1500,797,2923569,1.97,229,5523.35,81.58,0.94,Search,152,0,0,0
VID00256,2024-04-06,Video Title 256,Finance,483,13710,1332,270,37,783428,0.75,263,1001.59,16.84,1.23,Suggested,55,0,0,0
VID00257,2022-09-03,Video Title 257,Education,904,100177,6661,891,840,1387493,6.22,297,8264.6,299.96,2.99,External,88,0,0,0
VID00258,2023-05-20,Video Title 258,Food,430,62570,6157,1222,369,1010823,5.19,216,3754.2,72.46,1.16,Browse,140,0,0,0
VID00259,2022-03-23,Video Title 259,Vlog,706,28849,2394,330,49,509699,4.66,80,641.09,41.26,1.43,External,65,0,0,0
VID00260,2022-06-17,Video Title 260,Music,785,48326,1996,493,463,598094,7.08,331,4443.31,97.82,2.02,Shorts,115,0,0,0
VID00261,2024-05-08,Video Title 261,Food,377,66749,4230,384,215,959037,5.96,295,5469.71,146.6,2.2,Browse,14,0,0,0
VID00262,2024-12-06,Video Title 262,Food,585,52280,4197,302,456,620902,7.42,145,2105.72,149.61,2.86,Shorts,164,1,0,0
VID00263,2023-10-10,Video Title 263,Finance,177,66162,3130,1017,166,1692122,2.91,213,3914.58,132.84,2.01,Suggested,243,0,1,0
VID00264,2023-06-19,Video Title 264,Vlog,354,22379,1674,265,194,376117,4.95,344,2138.44,65.63,2.93,Search,315,1,0,0
VID00265,2023-02-23,Video Title 265,Tech,539,55080,4222,462,61,1542857,2.57,336,5140.8,136.02,2.47,External,126,0,0,1
VID00266,2023-10-06,Video Title 266,Comedy,300,7588,314,107,42,134063,4.66,306,644.98,8.39,1.11,Shorts,175,0,0,0
VID00267,2023-05-04,Video Title 267,Food,991,46663,3245,410,369,828827,4.63,239,3097.9,57.03,1.22,Suggested,0,0,0,0
VID00268,2023-06-28,Video Title 268,Review,256,22882,1922,312,215,329711,5.94,254,1614.45,45.31,1.98,External,225,1,0,0
VID00269,2024-03-21,Video Title 269,Education,494,27934,1813,290,256,460197,5.07,242,1877.79,52.28,1.87,External,174,0,0,0
VID00270,2022-09-26,Video Title 270,Tech,631,87082,2686,1511,729,1254783,5.94,317,7668.05,244.49,2.81,Shorts,86,0,0,0
VID00271,2023-09-07,Video Title 271,Vlog,945,82739,2534,1432,744,1171940,6.06,197,4527.66,195.93,2.37,Suggested,206,0,0,0
VID00272,2024-07-25,Video Title 272,Music,255,68274,3754,830,190,739696,8.23,201,3811.96,126.17,1.85,Search,102,0,0,0
VID00273,2023-10-10,Video Title 273,Motivation,879,17230,1633,176,61,311573,4.53,310,1483.69,21.73,1.26,Shorts,87,1,0,0
VID00274,2022-05-29,Video Title 274,Tech,602,40507,1863,422,145,882505,3.59,247,2779.23,57.21,1.41,External,153,0,0,0
VID00275,2022-01-20,Video Title 275,Music,364,86392,6428,1476,379,1356232,5.37,332,7967.26,203.35,2.35,External,45,0,1,0
VID00276,2024-07-27,Video Title 276,Finance,710,54251,2470,538,246,1130229,3.8,209,3149.57,105.43,1.94,Browse,191,0,0,0
VID00277,2022-07-24,Video Title 277,Gaming,647,119579,6279,972,705,1454732,7.22,246,8171.23,261.91,2.19,Suggested,46,0,1,1
VID00278,2022-05-31,Video Title 278,Comedy,455,61799,5522,387,150,1107508,4.58,194,3330.28,77.92,1.26,Browse,46,0,1,0
VID00279,2023-03-13,Video Title 279,Finance,616,55761,4517,669,402,1082737,4.15,250,3872.29,144.41,2.59,Search,56,0,1,0
VID00280,2024-11-02,Video Title 280,Vlog,507,40726,1493,498,102,769867,4.29,161,1821.36,126.33,3.1,Shorts,173,0,0,0
VID00281,2023-06-28,Video Title 281,Gaming,627,54006,3240,951,204,762796,6.08,220,3300.37,80.82,1.5,External,76,1,1,0
VID00282,2022-09-29,Video Title 282,Music,758,45425,1455,377,251,788628,4.76,163,2056.74,96.62,2.13,Suggested,25,0,0,0
VID00283,2023-12-16,Video Title 283,Gaming,980,71243,4535,763,581,1413551,4.04,291,5758.81,244.64,3.43,External,77,1,0,0
VID00284,2022-05-21,Video Title 284,Motivation,302,78701,6010,1347,602,925894,7.5,292,6383.53,133.77,1.7,Browse,117,0,0,0
VID00285,2023-05-16,Video Title 285,Review,1111,26420,1011,458,179,559745,3.72,146,1071.48,63.58,2.41,Browse,37,0,0,1
VID00286,2024-01-27,Video Title 286,Review,131,10063,505,108,24,166330,5.05,330,922.44,10.5,1.04,Shorts,39,0,0,0
VID00287,2023-08-07,Video Title 287,Finance,563,5086,294,60,30,72865,5.98,399,563.7,12.39,2.44,Suggested,267,1,0,0
VID00288,2022-11-20,Video Title 288,Finance,741,65239,6156,622,116,1837718,2.55,252,4566.73,67.98,1.04,Suggested,59,0,0,0
VID00289,2024-06-16,Video Title 289,Vlog,667,16899,1681,320,74,251473,5.72,211,990.47,57.29,3.39,Shorts,97,0,0,0
VID00290,2023-09-12,Video Title 290,Vlog,450,14586,483,98,68,330000,3.42,419,1697.65,39.85,2.73,Browse,94,0,0,0
VID00291,2024-12-19,Video Title 291,Education,550,61657,5134,1171,83,852793,6.23,170,2911.58,180.53,2.93,Browse,90,1,0,0
VID00292,2022-01-17,Video Title 292,Motivation,481,124789,6990,1904,432,2736600,3.56,251,8700.57,337.07,2.7,Browse,163,0,1,0
VID00293,2023-09-06,Video Title 293,Vlog,458,49817,2863,646,478,707627,6.04,260,3597.89,119.18,2.39,External,186,0,0,0
VID00294,2022-08-01,Video Title 294,Food,803,75154,6222,412,720,981122,6.66,330,6889.12,151.42,2.01,Search,98,0,0,0
VID00295,2022-10-03,Video Title 295,Motivation,685,52454,4945,636,218,719533,6.29,271,3948.62,163.53,3.12,Browse,33,1,1,0
VID00296,2023-06-26,Video Title 296,Education,433,47033,4541,522,65,737194,5.38,220,2874.24,159.13,3.38,Search,209,1,0,0
VID00297,2022-08-25,Video Title 297,Review,815,77572,5460,575,202,1372955,4.65,192,4137.17,166.58,2.15,Search,113,0,0,0
VID00298,2022-08-08,Video Title 298,Tech,673,41291,2270,613,187,803326,4.14,229,2626.57,136.89,3.32,Suggested,241,0,1,0
VID00299,2022-11-15,Video Title 299,Education,795,58021,4939,1135,552,706711,7.21,189,3046.1,137.8,2.38,Shorts,0,1,1,0
VID00300,2023-07-12,Video Title 300,Education,751,59650,2837,801,135,1205050,3.95,252,4175.5,134.43,2.25,External,133,1,0,0
VID00301,2023-08-01,Video Title 301,Finance,401,29957,2081,470,235,674707,3.44,216,1797.42,60.73,2.03,Search,254,0,0,0
VID00302,2023-03-08,Video Title 302,Comedy,465,79761,4394,480,157,1139442,6.0,160,3544.93,108.88,1.37,External,95,1,1,0
VID00303,2023-12-04,Video Title 303,Gaming,779,44751,3399,504,439,930374,3.81,325,4040.02,36.25,0.81,Suggested,104,0,0,0
VID00304,2023-02-21,Video Title 304,Review,746,27327,1279,184,121,597964,3.57,220,1669.98,39.68,1.45,Browse,140,0,0,1
VID00305,2023-06-25,Video Title 305,Music,594,66095,2869,938,527,1725718,2.83,173,3176.23,143.84,2.18,Search,80,1,0,0
VID00306,2024-11-01,Video Title 306,Music,628,23045,2172,439,94,436458,4.28,239,1529.93,42.08,1.83,Shorts,98,0,0,0
VID00307,2024-09-27,Video Title 307,Vlog,906,50845,1887,758,338,864710,4.88,254,3587.4,102.24,2.01,Suggested,96,1,0,0
VID00308,2023-05-30,Video Title 308,Review,458,49726,3252,305,135,781855,5.36,145,2002.85,171.44,3.45,External,76,0,1,0
VID00309,2022-04-15,Video Title 309,Food,731,82576,3753,852,191,1111386,6.43,269,6170.26,144.16,1.75,Browse,206,0,0,0
VID00310,2022-07-09,Video Title 310,Vlog,551,64240,2102,851,606,946097,5.79,187,3336.91,129.82,2.02,External,152,1,0,0
VID00311,2024-05-17,Video Title 311,Vlog,547,49249,1601,544,455,862504,4.71,352,4815.46,57.15,1.16,Shorts,137,0,0,1
VID00312,2023-07-21,Video Title 312,Education,863,74532,3150,1304,669,1307578,4.7,281,5817.64,69.28,0.93,Search,176,0,0,0
VID00313,2022-04-01,Video Title 313,Review,798,91706,8315,1579,607,1354593,5.77,226,5757.1,265.36,2.89,Shorts,101,1,0,0
VID00314,2022-01-08,Video Title 314,Gaming,795,66734,3321,946,552,843666,6.91,205,3800.13,156.21,2.34,External,65,0,1,0
VID00315,2023-11-15,Video Title 315,Vlog,913,50310,4856,533,81,812762,5.19,243,3395.92,143.58,2.85,External,77,0,1,0
VID00316,2022-09-25,Video Title 316,Comedy,605,10644,752,93,42,200830,4.3,286,845.61,12.82,1.2,Shorts,120,1,0,0
VID00317,2023-06-21,Video Title 317,Motivation,763,18046,1092,118,68,400133,3.51,248,1243.17,42.3,2.34,Shorts,45,0,0,0
VID00318,2022-11-27,Video Title 318,Food,525,40843,2883,421,274,1066396,2.83,236,2677.49,60.65,1.48,Shorts,84,1,0,0
VID00319,2024-06-23,Video Title 319,Food,677,31714,2098,355,133,453057,6.0,253,2228.79,44.9,1.42,Browse,83,1,1,0
VID00320,2024-05-25,Video Title 320,Vlog,568,44390,3689,671,103,646142,5.87,213,2626.41,36.89,0.83,External,268,0,0,0
VID00321,2022-01-20,Video Title 321,Comedy,623,51699,2573,768,329,752532,5.87,229,3288.63,59.55,1.15,Suggested,0,0,1,0
VID00322,2022-08-18,Video Title 322,Motivation,742,65890,3605,398,548,1134079,4.81,124,2269.54,107.73,1.63,Browse,107,1,0,0
VID00323,2022-06-04,Video Title 323,Tech,403,47885,4433,523,212,590443,7.11,308,4096.83,53.42,1.12,Browse,240,0,0,0
VID00324,2022-11-02,Video Title 324,Finance,1102,64595,6217,499,141,1225711,4.27,267,4790.8,223.62,3.46,Browse,128,0,0,0
VID00325,2022-03-15,Video Title 325,Finance,358,51934,4802,381,143,698977,6.43,203,2928.5,84.82,1.63,Suggested,172,0,0,0
VID00326,2024-01-27,Video Title 326,Finance,308,9263,549,161,29,155942,4.94,363,934.02,10.67,1.15,Shorts,126,0,1,0
VID00327,2022-10-31,Video Title 327,Education,877,21819,1846,122,80,428664,4.09,255,1545.51,29.18,1.34,External,73,0,0,0
VID00328,2024-05-30,Video Title 328,Food,789,45677,2893,515,309,662946,5.89,187,2372.67,109.02,2.39,Search,0,1,0,0
VID00329,2022-09-19,Video Title 329,Music,749,13709,888,103,87,207397,5.61,301,1146.22,13.34,0.97,Search,134,1,0,0
VID00330,2022-03-27,Video Title 330,Music,750,67997,3014,1236,493,1039709,5.54,273,5156.44,212.73,3.13,External,65,0,0,0
VID00331,2023-09-24,Video Title 331,Education,597,95922,6846,1281,408,1567352,5.12,273,7274.08,325.76,3.4,Suggested,63,0,0,0
VID00332,2024-01-17,Video Title 332,Vlog,384,86562,3724,733,728,1457272,4.94,224,5386.08,126.92,1.47,Search,85,0,0,0
VID00333,2022-03-23,Video Title 333,Review,618,43596,2319,546,123,455073,8.58,277,3354.47,87.86,2.02,Browse,242,0,0,0
VID00334,2024-01-03,Video Title 334,Review,437,94721,8510,1512,494,1217493,6.78,234,6156.86,81.44,0.86,Search,288,1,0,0
VID00335,2023-03-07,Video Title 335,Finance,834,54460,2423,1054,447,769209,6.08,283,4281.16,137.78,2.53,External,135,1,0,0
VID00336,2023-05-27,Video Title 336,Review,564,39887,1395,331,104,646466,5.17,135,1495.76,76.49,1.92,Browse,87,1,0,0
VID00337,2022-07-30,Video Title 337,Vlog,401,31597,1100,577,62,420732,6.51,223,1957.26,48.32,1.53,Search,37,0,0,0
VID00338,2023-12-26,Video Title 338,Tech,522,40925,3922,778,366,603613,5.78,353,4012.92,55.59,1.36,External,152,0,0,0
VID00339,2024-04-12,Video Title 339,Education,699,38354,2511,718,156,635000,5.04,203,2162.74,98.41,2.57,Suggested,244,0,0,0
VID00340,2022-11-13,Video Title 340,Tech,464,55112,3232,800,394,994801,4.54,213,3260.79,106.02,1.92,External,102,0,0,1
VID00341,2023-04-30,Video Title 341,Food,402,54817,4756,791,67,932261,4.88,223,3395.61,70.44,1.29,Suggested,0,0,0,0
VID00342,2022-11-29,Video Title 342,Review,658,50091,4433,553,361,4039596,0.24,177,2462.81,133.27,2.66,Browse,166,1,0,0
VID00343,2022-12-29,Video Title 343,Motivation,658,63108,3360,1027,242,998544,5.32,117,2051.01,146.77,2.33,External,188,1,0,0
VID00344,2024-04-24,Video Title 344,Finance,478,85719,6733,1111,128,1626546,4.27,236,5619.36,267.31,3.12,Shorts,8,1,0,0
VID00345,2022-02-20,Video Title 345,Education,486,78486,6591,1189,509,935470,7.39,258,5624.83,87.68,1.12,Shorts,132,1,0,1
VID00346,2023-01-03,Video Title 346,Finance,655,5453,413,62,17,90431,5.03,246,372.62,15.93,2.92,Shorts,151,0,1,0
VID00347,2023-11-12,Video Title 347,Review,252,26617,1080,425,119,630734,3.22,241,1781.86,69.7,2.62,Shorts,114,0,0,0
VID00348,2024-04-23,Video Title 348,Gaming,262,78029,7124,1355,134,1315834,4.93,252,5462.03,86.65,1.11,Shorts,64,0,0,0
VID00349,2023-05-24,Video Title 349,Review,427,8993,609,64,20,203002,3.43,311,776.9,24.07,2.68,Suggested,191,0,0,0
VID00350,2023-07-01,Video Title 350,Education,548,43257,2153,756,159,644664,5.71,238,2859.77,86.18,1.99,External,91,0,0,0
VID00351,2022-11-23,Video Title 351,Music,674,14896,890,195,26,231304,5.44,215,889.62,49.92,3.35,Browse,16,1,0,0
VID00352,2022-08-10,Video Title 352,Education,954,4059,132,71,37,54556,6.44,233,262.71,4.8,1.18,Shorts,0,0,1,0
VID00353,2024-02-23,Video Title 353,Comedy,805,66243,2580,759,69,1377193,3.81,284,5225.84,167.97,2.54,Shorts,208,0,0,0
VID00354,2022-03-21,Video Title 354,Motivation,561,72774,6083,777,389,1202876,5.05,334,6751.81,133.27,1.83,Browse,163,0,0,0
VID00355,2024-08-21,Video Title 355,Review,595,32704,981,612,68,827949,2.95,212,1925.9,110.65,3.38,Browse,126,0,0,0
VID00356,2023-04-01,Video Title 356,Comedy,359,27731,1640,243,104,393347,6.05,255,1964.28,46.89,1.69,Shorts,89,0,0,0
VID00357,2023-02-13,Video Title 357,Music,595,33612,2237,593,313,495752,5.78,270,2520.9,114.21,3.4,Suggested,82,0,0,0
VID00358,2024-07-31,Video Title 358,Vlog,530,61754,2088,757,151,916231,5.74,190,3259.24,199.71,3.23,Browse,44,0,1,0
VID00359,2023-12-18,Video Title 359,Vlog,677,5632,552,71,54,93866,5.0,251,392.68,8.62,1.53,External,89,1,1,0
VID00360,2023-09-18,Video Title 360,Motivation,401,55500,2543,534,158,838368,5.62,162,2497.5,164.81,2.97,External,0,0,0,0
VID00361,2023-04-12,Video Title 361,Food,724,49540,2541,673,380,589060,7.41,143,1967.84,172.8,3.49,Suggested,68,0,1,0
VID00362,2023-04-02,Video Title 362,Motivation,967,67378,3454,665,398,1209658,4.57,272,5090.78,99.87,1.48,Search,98,0,0,0
VID00363,2022-02-18,Video Title 363,Motivation,573,53587,2471,299,480,862914,5.21,226,3364.07,106.06,1.98,Suggested,162,1,0,0
VID00364,2023-01-31,Video Title 364,Motivation,696,20807,626,188,124,476132,3.37,262,1514.29,45.87,2.2,Shorts,117,0,0,0
VID00365,2024-03-27,Video Title 365,Motivation,765,85897,6962,437,499,1827595,3.7,248,5917.35,137.12,1.6,Search,175,1,0,1
VID00366,2023-11-04,Video Title 366,Motivation,503,45244,4419,890,124,735674,5.15,191,2400.45,38.06,0.84,Shorts,214,1,1,0
VID00367,2023-07-25,Video Title 367,Tech,653,49180,2247,958,122,642036,6.66,247,3374.29,68.57,1.39,External,194,1,1,0
VID00368,2022-05-23,Video Title 368,Music,603,22001,1681,240,203,391476,4.62,176,1075.6,34.35,1.56,Browse,152,0,1,0
VID00369,2023-07-26,Video Title 369,Education,623,36701,3007,584,144,649575,4.65,333,3394.84,73.32,2.0,Shorts,120,0,0,0
VID00370,2023-12-21,Video Title 370,Review,414,23455,2096,238,101,435157,4.39,168,1094.57,29.6,1.26,External,51,0,0,0
VID00371,2024-11-09,Video Title 371,Comedy,605,44811,2670,675,351,861749,4.2,238,2962.5,141.5,3.16,Suggested,171,0,0,0
VID00372,2024-03-29,Video Title 372,Motivation,719,101351,5189,1731,410,1573773,5.44,187,5264.62,273.98,2.7,Shorts,237,0,0,0
VID00373,2025-01-03,Video Title 373,Food,948,8842,466,169,84,235786,2.75,284,697.54,9.11,1.03,External,143,1,0,0
VID00374,2023-11-10,Video Title 374,Finance,830,1593,127,17,12,20113,6.92,230,101.78,4.07,2.55,Browse,254,1,0,0
VID00375,2022-02-26,Video Title 375,Review,1116,94135,8206,1576,600,1882700,4.0,218,5700.4,241.44,2.56,Shorts,13,0,1,0
VID00376,2022-08-25,Video Title 376,Finance,415,43720,1867,392,390,617514,6.08,301,3655.48,147.85,3.38,External,39,0,1,0
VID00377,2023-06-19,Video Title 377,Comedy,809,29927,1674,594,43,729926,3.1,251,2086.58,24.19,0.81,Shorts,179,1,0,0
VID00378,2023-01-01,Video Title 378,Comedy,644,81197,7562,437,269,1159957,6.0,280,6315.32,119.31,1.47,Browse,138,0,0,0
VID00379,2023-06-28,Video Title 379,Review,1125,31831,2752,447,165,454079,6.01,191,1688.81,105.2,3.3,Shorts,211,0,0,0
VID00380,2022-03-20,Video Title 380,Food,406,104780,10366,1560,318,1592401,5.58,165,4802.42,347.53,3.32,Shorts,118,0,0,0
VID00381,2022-08-11,Video Title 381,Tech,398,70337,5823,1077,541,1559578,3.51,256,5001.74,193.12,2.75,External,59,1,0,0
VID00382,2024-06-08,Video Title 382,Vlog,456,35362,2034,240,327,555133,5.37,230,2259.24,101.4,2.87,Search,105,0,0,0
VID00383,2023-12-09,Video Title 383,Comedy,90,114719,8184,2188,552,2712033,3.23,287,9145.65,120.11,1.05,Shorts,12,1,0,0
VID00384,2023-10-05,Video Title 384,Food,473,31828,2427,245,129,566334,4.62,245,2166.07,69.62,2.19,Search,40,0,0,0
VID00385,2024-06-12,Video Title 385,Comedy,417,72262,2564,1036,697,958381,6.54,262,5259.07,102.99,1.43,Suggested,188,0,0,0
VID00386,2024-11-13,Video Title 386,Gaming,636,58978,4017,491,295,819138,6.2,152,2490.18,76.04,1.29,Shorts,181,0,1,0
VID00387,2022-08-25,Video Title 387,Vlog,682,89052,7093,855,481,1479269,5.02,363,8979.41,266.07,2.99,Search,145,0,0,1
VID00388,2024-02-28,Video Title 388,Comedy,1050,96845,4039,1278,403,2133149,3.54,240,6456.33,112.79,1.16,Suggested,0,0,1,0
VID00389,2023-01-25,Video Title 389,Food,828,50960,4313,573,468,731133,5.97,291,4119.27,105.25,2.07,External,94,0,0,0
VID00390,2023-06-06,Video Title 390,Comedy,461,27397,1941,202,167,454344,5.03,199,1514.45,91.35,3.33,Shorts,34,1,0,0
VID00391,2022-04-01,Video Title 391,Finance,384,63799,6166,482,501,2531706,1.52,268,4749.48,83.05,1.3,External,202,0,0,0
VID00392,2024-06-12,Video Title 392,Review,718,29668,978,334,246,413779,6.17,171,1409.23,102.08,3.44,Suggested,79,1,0,0
VID00393,2022-01-04,Video Title 393,Review,283,110401,5362,1806,450,1852365,4.96,277,8494.74,384.7,3.48,External,43,1,0,1
VID00394,2024-11-30,Video Title 394,Comedy,1039,54096,3900,999,265,693538,6.8,228,3426.08,124.43,2.3,External,122,1,0,1
VID00395,2023-02-08,Video Title 395,Food,883,39040,1981,244,337,895412,3.36,251,2721.96,49.17,1.26,Browse,75,1,0,0
VID00396,2024-01-16,Video Title 396,Finance,487,55540,4443,605,237,4515447,0.23,291,4489.48,91.83,1.65,Suggested,223,0,0,0
VID00397,2024-06-02,Video Title 397,Tech,188,9586,796,62,78,149314,5.42,176,468.65,18.66,1.95,External,68,0,1,0
VID00398,2022-05-24,Video Title 398,Tech,924,20851,775,109,197,323773,5.44,208,1204.72,34.1,1.64,Search,22,1,0,0
VID00399,2023-11-08,Video Title 399,Finance,572,86012,5674,1283,568,2485895,2.46,277,6618.15,133.98,1.56,Suggested,0,1,1,0
